key,en,ar,az,bn,de,fr,id,it,ms,ru,tr,ur
battery_ignore_needed,App is restricted & background processes won't work,تم منع التطبيق ولن تعمل العمليات في الخلفية,App is restricted & background processes won't work,App is restricted & background processes won't work,Die App ist eingeschränkt und Hintergrundprozesse funktionieren nicht,L'application est restreinte & processus en arrière-plan ne fonctionnera pas,Aplikasi dibatasi & proses latar belakang tidak akan berjalan,L'app è soggetta a restrizioni e i processi in background non funzioneranno,Apl dihadkan & proses latar belakang tidak akan berfungsi,"Приложение ограничено, и фоновые процессы не будут работать",Uygulama kısıtlı ve arka plan işlemleri çalışmıyor,ایپ محدود ہے اور پس منظر کے عمل کام نہیں کریں گے
beep3,Beep-Beep-Beep,Beep-Beep-Beep,Beep-Beep-Beep,Beep-Beep-Beep,Beep-Beep-Beep,Beep-Beep-Beep,Beep-Beep-Beep,Beep-Beep-Beep,Beep-Beep-Beep,Beep-Beep-Beep,Beep-Beep-Beep,Beep-Beep-Beep
before,Before,قبل,Əvvəl,পূর্বে,Vor,Avant,Sebelum,Prima,Sebelum,До,Önce,قبل
before_reminder_title,Reminder before {value} time,التنبيه قبل أذان {value},{value} vaxtından əvvəl xatırlatma,{value} সময়ের পুর্বেই সংকেত,Erinnerung vor der {value}-Zeit,Rappel avant le temps {value},Pengingat sebelum waktu {value},Promemoria prima del {value},Peringatan sebelum waktu {value},Напоминать до {value},{value} saniyeden önce hatırlatma,{value} سے قبل اطلاع
bg_shape,Background shape,شكل الخلفية,Fon görünüşü,Background shape,Hintergrundform,Forme de l'arrière-plan,Bentuk latar belakang,Configura background,Bentuk latar belakang,Вид фона,Arka plan şekli,پس‌منظر شکل
bold,Bold,عريض,Qalın,স্থুল,Fett,Gras,Tebal,Grassetto,Tebal,Жирный,Kalın,موٹا (بولڈ)
bottom,Bottom,أسفل,Aşağı,Bottom,Unten,Bas,Bawah,In Fondo,Bawah,Снизу,Alt,نیچے
bottomsheet_action_collapse,Collapse the bottom sheet,تصغير البطاقة السفلية,Aşağıdakı vərəqi yığcamlaşdırın,স্ক্রিনের নিচে অ্যাটাচ করা শিট আড়াল করুন,Ansicht am unteren Rand minimieren,Réduire la bottom sheet,Menciutkan sheet bawah,Comprimi riquadro inferiore,Kuncupkan helaian bawah,Свернуть нижний экран,Alt sayfayı daralt,نیچے کی شیٹ کو سکیڑیں
bottomsheet_action_expand,Expand the bottom sheet,توسيع البطاقة السفلية,Aşağıdakı vərəqi genişləndirin,স্ক্রিনের নিচে অ্যাটাচ করা শিট বড় করুন,Ansicht am unteren Rand maximieren,Développer la bottom sheet,Meluaskan sheet bawah,Espandi riquadro inferiore,Kembangkan helaian bawah,Развернуть нижний экран,Alt sayfayı genişlet,نیچے کی شیٹ کو پھیلائیں
bottomsheet_action_expand_halfway,Expand halfway,توسيع البطاقة السفلية,Tam genişləndirin,অর্ধেক প্রসারিত করুন,Zur Hälfte maximieren,Développer en entier,Luaskan setengah,Espandi a metà,Kembangkan helaian bawah,Развернуть наполовину,Yarım genişlet,نصف تک پھیلائیں
bottomsheet_drag_handle_clicked,Drag handle double-tapped,تم النقر مرّتين على مقبض السحب.,Dəstəyə iki dəfə toxunun,টেনে আনার হ্যান্ডেলে ডবল ট্যাপ করা হয়েছে,Auf Ziehpunkt doppelt getippt,A appuyé deux fois sur la poignée de déplacement,Handel geser diketuk dua kali,Doppio tocco su punto di trascinamento,Pemegang seret diketik dua kali,Двойное нажатие на маркер перемещения,Sürükleme tutamacına iki kez dokunuldu,گھسیٹنے کے ہینڈل کو دو بار تھپتھپائیں
bottomsheet_drag_handle_content_description,Drag handle,مقبض السحب,Dəstək,টেনে আনার হ্যান্ডেল,Ziehpunkt,Poignée de déplacement,Handel geser,Punto di trascinamento,Pemegang seret,Маркер перемещения,Sürükleme tutamacı,گھسیٹنے کا ہینڈل
bullet_sym,•,•,•,•,•,•,•,•,•,•,•,•
buy_value,Buy {value},شراء {value},{value} al,{value} ক্রয় করুন,Kaufe {value},Acheter {value},Beli {value},Acquista {value},Beli {value},Купить {value},Al {value},{value} خریدیں
cairo,Cairo,Cairo,Cairo,Cairo,Cairo,Cairo,Cairo,Cairo,Cairo,Cairo,Cairo,Cairo
calc_method,Calculation Method,طريقة الحساب,Hesablama metodu,হিসাবের ধরণ,Berechnungsmethode,Méthode de Calcul,Metode Perhitungan,Metodo di calcolo,Kaedah Pengiraan,Метод расчета,Hesaplama yöntemi,اوقات کے حساب کتاب کا طریقہ
calc_method_item_sum,"Fajr : %1$.1f°, Isha : %2$.1f°",الفجر: %1$.1f°، العشاء: %2$.1f°,"Fəcr : %1$.1f°, İşa : %2$.1f°","ফজর : %1$.1f°, এশা : %2$.1f°","Fadschr : %1$.1f°, Ischa : %2$.1f°","Fajr : %1$.1f°, Isha : %2$.1f°","Subuh : %1$.1f°, Isya : %2$.1f°","Fajr : %1$.1f°, Isha : %2$.1f°","Subuh : %1$.1f°, Isyak : %2$.1f°","Фаджр : %1$.1f°, Иша : %2$.1f°","Sabah: %1$.1f°, Yatsı: %2$.1f°",فجر: %1$.1f°، عشاء %2$.1f°
calc_method_item_sum_2,"Fajr : %1$.1f°, Isha : {value2} minutes after Maghrib (%3$d minutes during Ramadan)",الفجر: %1$.1f°، العشاء: {value2} دقيقة بعد المغرب (%3$d دقيقة في رمضان),"Fəcr : %1$.1f°, İşa : Məğribdən {value2} dəqiqə (Ramazan ayında %3$d dəqiqə)","ফজর : %1$.1f°, এশা : {value2} মিনিট মাগরিবের পরে (%3$d মিনিট রমজান মাসে)","Fadschr : %1$.1f°, Ischa : {value2} Minuten nach Maghrib (%3$d Minuten während des Ramadan)","Fajr : %1$.1f°, Isha : {value2} minutes après Maghreb (%3$d minutes pendant le Ramadan)","Subuh : %1$.1f°, Isya : {value2} menit setelah Magrib (%3$d menit selama Ramadan)","Fajr : %1$.1f°, Isha : {value2} minuti dopo il Maghrib (%3$d minuti durante il Ramadan)","Subuh : %1$.1f°, Isyak : {value2} minit selepas Maghrib (%3$d minit semasa Ramadhan)","Фаджр : %1$.1f°, Иша : {value2} минут после Магриб (%3$d минут во время Рамадана)","Sabah : %1$.1f°, Yatsı : Akşamdan {value2} dakika sonra (%3$d dakika Ramazan boyunca)",فجر: %1$.1f°، عشاء: {value2} منٹ بعدِ مغرب (رمضان میں %3$d منٹ)
calc_method_item_sum_3,"Fajr : %1$.1f°, Isha : %2$.1f°, also uses seasonal adjustment values",الفجر: %1$.1f°، العشاء: %2$.1f°، يستخدم أيضًا قيم التعديل الموسمية,"Fajr: %1$ .1f °, İşa : %2$ .1f °, həmçinin mövsümi tənzimləmə dəyərlərindən istifadə edir","ফজর : %1$.1f°, এশা : %2$.1f°, সমসাময়িক সামঞ্জস্য মানগুলিও ব্যবহার করে","Fadschr : %1$.1f°, Ischa : %2$.1f°, verwendet auch saisonale Anpassungswerte","Fajr : %1$.1f°, Isha : %2$.1f°, utilise également des valeurs de correction des variations saisonnières","Subuh : %1$.1f°, Isya : %2$.1f°, dan juga penyesuaian berdasarkan musim","Fajr : %1$.1f°, Isha : %2$.1f°, utilizza anche valori di regolazione stagionale","Subuh : %1$.1f°, Isyak : %2$.1f°, gunakan juga nilai-nilai pelarasan bermusim","Фаджр : %1$.1f°, Иша : %2$.1f°, также используются значения сезонной корректировки","Sabah: %1$.1f°, Yatsı: %2$.1f°, ayrıca mevsim düzeltmesi değerlerini kullanır",فجر : %1$.1f°، عشاء : %2$.1f°، موسمی ایڈجسٹمنٹ کی قدریں بھی استعمال ہوتی ہیں
calc_settings,Calculation Settings,إعدادات حساب الوقت,Hesablama parametrləri,গণনা সেটিংস,Berechnungseinstellungen,Paramètres de calcul,Atur Perhitungan,Impostazioni di calcolo,Tetapan Pengiraan,Параметры расчета,Hesaplama Ayarları,حسابی سیٹنگ
calc_settings_sum,"Method, corrections, hijri",طريقة، تصحيح، الهجري,"Metod, düzəlişlər, hicri","পদ্ধতি, সংশোধন, হিজরি","Methode, korrekturen, hijri","Méthode, corrections, calendrier hégirien","Metode, koreksi waktu, hijriah","Metodo, correzioni, hijri","Kaedah, pembetulan, hijri","Метод, исправления, хиджра","Yöntem, düzeltmeler, hicri",طریقہ، تصحیح، ہجری
calculation,Calculation,الحساب,Hesablama,গণনা,Berechnung,Calcul,Perhitungan,Calcolo,Pengiraan,Расчет,Hesaplama,حساب
calendar,Calendar,التقويم,Təqvim,দিনপঞ্জিকা,Kalender,Calendrier,Kalender,Calendario,Kalendar,Календарь,Takvim,کیلنڈر
calibrate_info_bottom,"If sensor accuracy is still low, you did the calibration wrong or Maybe there is a problem with your device sensors",إذا كانت دقة المستشعر لا تزال منخفضة، فقد أخطأت المعايرة، أو ربما هناك مشكلة في مستشعرات جهازك,"Sensor dəqiqliyi hələ də azdırsa, kalibrləmə səhv etmisiniz və ya bəlkə də cihaz sensorlarınızda problem var",যদি সেন্সরের যথার্থতা এখনও কম থাকে তবে আপনি ক্রমাঙ্কনটি ভুল করেছিলেন বা আপনার ডিভাইস সেন্সরগুলির সাথে সমস্যা আছে,"Wenn die Sensorgenauigkeit immer noch gering ist, haben Sie die Kalibrierung falsch durchgeführt oder es liegt möglicherweise ein Problem mit den Sensoren Ihres Geräts vor","Si la précision du capteur est encore faible, vous avez mal calibré votre appareil ou il y a peut-être un problème avec les capteurs de votre appareil","Jika sensor akurasi masih tetap lemah, Anda salah melakukan kalibrasi atau kemungkinan ada masalah dengan sensor perangkat Anda.","Se l'accuratezza del sensore è bassa, la calibrazione non è stata fatta correttamente oppure ci sono problemi con il sensore del dispositivo","Jika ketepatan sensor masih rendah, anda tersalah melakukan kalibrasi atau Mungkin terdapat masalah dengan sensor peranti anda","Если точность датчика все еще низка, возможно, вы неправильно сделали калибровку или есть проблема с датчиками вашего устройства","Sensör doğruluğu hala düşükse, kalibrasyonu yanlış yaptınız veya Cihaz sensörlerinizde bir sorun olabilir",اگر سینسر کی درستگی اب بھی کم ہے، تو آپ نے صحیح طریقے سے حرکت نہیں دی، یا ہو سکتا ہے کہ آپ کے فون کے سینسر میں کوئی مسئلہ ہو
calibrate_info_top,Calibrate your device by moving it in 3 directions as shown below and keep away from magnetic things,قم بمعايرة جهازك بتحريكه في 3 اتجاهات كما هو موضح أدناه، وابتعد عن الأشياء المغناطيسية,Cihazınızı aşağıda göstərildiyi kimi 3 istiqamətdə hərəkət etdirərək kalibrləyin və maqnetli əşyalardan uzaq durun,আপনার ডিভাইসটিকে নীচের মত ৩ দিকে সরানোর মাধ্যমে ক্যালিব্রেট করুন এবং চৌম্বকীয় জিনিস থেকে দূরে রাখুন,"Wenn die Sensorgenauigkeit immer noch gering ist, haben Sie die Kalibrierung falsch durchgeführt oder es liegt möglicherweise ein Problem mit den Sensoren Ihres Geräts vor",Calibrez votre appareil en le déplaçant dans 3 directions comme indiqué ci-dessous et tenez-vous à l'écart des objets magnétiques,Kalibrasikan perangkat Anda dengan menggerakannya dalam 3 arah seperti gambar di bawah ini dan jauhkanlah dari medan magnet.,Calibrare il dispositivo muovendolo nelle 3 direzioni come mostrato sotto e tenerlo lontano da oggetti magnetici,Kalibrasikan peranti anda dengan pergerakan 3 arah seperti yang ditunjukkan di bawah serta jauhkan dari benda bermagnet,"Откалибруйте устройство, перемещая его в 3 направлениях, как показано ниже, и отойдите от источников магнитного поля",Cihazınızı aşağıda gösterildiği gibi 3 yönde hareket ettirerek kalibre edin ve manyetik şeylerden uzak tutun,اپنے موبائل کو ۳ سمتوں میں حرکت دے کر کیلبریٹ کریں جیسا کہ نیچے دکھایا گیا ہے اور مقناطیسی چیزوں سے دور رکھیں
